loss grad-norm learning-rate epoch
0.0024 0.05745939165353775 0.00012741531352705737 1.1
0.0022 0.01000236440449953 0.00012676450489733493 1.11
0.0019 0.006569618824869394 0.0001261136962676125 1.12
0.0024 0.019003121182322502 0.00012539780677491783 1.13
0.0023 0.02910877764225006 0.00012474699814519542 1.14
0.0019 0.012118472717702389 0.00012409618951547298 1.15
0.0023 0.012416466139256954 0.00012338030002277832 1.16
0.0025 0.10678551346063614 0.00012272949139305588 1.17
0.0042 0.2035123109817505 0.00012207868276333344 1.18
0.0025 0.16451959311962128 0.00012142787413361101 1.19
0.0024 0.02075515128672123 0.00012071198464091636 1.2
0.0029 0.12087079882621765 0.00012006117601119392 1.21
0.0023 0.0072909388691186905 0.00011941036738147149 1.22
0.0019 0.011039801873266697 0.00011869447788877681 1.23
0.0015 0.0033904281444847584 0.00011804366925905439 1.24
0.0018 0.0044389525428414345 0.00011739286062933195 1.25
0.0019 0.008007409051060677 0.00011674205199960952 1.26
0.0021 0.009728636592626572 0.00011602616250691484 1.27
0.0021 0.11663822829723358 0.00011537535387719243 1.28
0.0016 0.006330637261271477 0.00011472454524746998 1.29
0.0027 0.0063157351687550545 0.00011407373661774756 1.3
0.0018 0.006494442000985146 0.00011335784712505289 1.31
0.0019 0.009717411361634731 0.00011270703849533046 1.32
0.003 0.025519229471683502 0.00011205622986560802 1.33
0.0027 0.09162753075361252 0.00011134034037291334 1.34
0.0015 0.003168436698615551 0.00011068953174319093 1.35
0.0017 0.0067882174625992775 0.0001100387231134685 1.36
0.0021 0.010588593780994415 0.00010938791448374605 1.37
0.0015 0.003660754533484578 0.00010867202499105138 1.38
0.0027 0.1615450531244278 0.00010802121636132896 1.39
0.0023 0.006971532013267279 0.00010737040773160653 1.4
0.0017 0.009898840449750423 0.00010665451823891187 1.41
0.0017 0.012685831636190414 0.00010600370960918941 1.42
0.0023 0.09662283211946487 0.000105352900979467 1.43
0.0023 0.006297422107309103 0.00010470209234974455 1.44
0.0024 0.09484191983938217 0.0001039862028570499 1.45
0.0018 0.0094339270144701 0.00010333539422732746 1.46
0.0016 0.01092300284653902 0.00010268458559760503 1.47
0.0017 0.042978838086128235 0.00010203377696788259 1.48
0.002 0.011762437410652637 0.00010131788747518794 1.49
0.0017 0.04082431644201279 0.00010066707884546549 1.5
0.0028 0.012176215648651123 0.00010001627021574306 1.51
0.0017 0.09997658431529999 9.930038072304839e-05 1.52
0.0027 0.012258351780474186 9.864957209332596e-05 1.53
0.0019 0.003322301432490349 9.799876346360353e-05 1.54
0.0018 0.005491587333381176 9.734795483388111e-05 1.55
0.0025 0.007715363055467606 9.663206534118643e-05 1.56
0.0017 0.01810668595135212 9.598125671146399e-05 1.57
0.0015 0.0025361436419188976 9.533044808174156e-05 1.58
0.0023 0.002940014936029911 9.46145585890469e-05 1.59
0.0017 0.0060310023836791515 9.396374995932447e-05 1.6
0.0022 0.005174035672098398 9.331294132960204e-05 1.61
0.0017 0.0021925694309175014 9.26621326998796e-05 1.62
0.0017 0.014933036640286446 9.194624320718493e-05 1.63
0.0024 0.007941171526908875 9.12954345774625e-05 1.64
0.002 0.05319816619157791 9.064462594774007e-05 1.65
0.0036 0.1780032068490982 8.999381731801763e-05 1.66
0.0027 0.1441228836774826 8.927792782532297e-05 1.67
0.0019 0.003918584901839495 8.862711919560054e-05 1.68
0.0016 0.02583363465964794 8.797631056587811e-05 1.69
0.0014 0.01481317263096571 8.726042107318343e-05 1.7
0.0022 0.009532777592539787 8.660961244346101e-05 1.71
0.0013 0.007090962026268244 8.595880381373857e-05 1.72
0.0015 0.0016163517720997334 8.530799518401614e-05 1.73
0.0014 0.006490380968898535 8.45986137776187e-05 1.74
0.0017 0.014753350988030434 8.394780514789626e-05 1.75
0.0032 0.00866351556032896 8.329699651817383e-05 1.76
0.0019 0.08600980043411255 8.258110702547916e-05 1.77
0.002 0.008331852033734322 8.193029839575674e-05 1.78
0.002 0.006196660455316305 8.127948976603431e-05 1.79
0.0018 0.03089218959212303 8.062868113631186e-05 1.8
0.0019 0.0023821352515369654 7.99127916436172e-05 1.81
0.0015 0.0027133766561746597 7.926198301389477e-05 1.82
0.0012 0.002736360765993595 7.861117438417234e-05 1.83
0.0023 0.010822086594998837 7.79603657544499e-05 1.84
0.0012 0.007381019182503223 7.724447626175523e-05 1.85
0.0009 0.0021845221053808928 7.65936676320328e-05 1.86
0.0019 0.005092413630336523 7.594285900231038e-05 1.87
0.0017 0.0031104653608053923 7.52269695096157e-05 1.88
0.0023 0.012988269329071045 7.457616087989328e-05 1.89
0.0023 0.015916548669338226 7.392535225017084e-05 1.9
0.0018 0.07092089205980301 7.327454362044841e-05 1.91
0.0019 0.07207823544740677 7.255865412775373e-05 1.92
0.0024 0.027185164391994476 7.190784549803132e-05 1.93
0.0013 0.007241001818329096 7.125703686830887e-05 1.94
0.0017 0.014106547459959984 7.054114737561421e-05 1.95
0.0016 0.006210889667272568 6.989033874589177e-05 1.96
0.0019 0.012033854611217976 6.923953011616935e-05 1.97
0.0016 0.00842350535094738 6.858872148644692e-05 1.98
0.0017 0.004093027673661709 6.787283199375224e-05 1.99
0.0016 0.0028003756888210773 6.72220233640298e-05 2.0
0.0018 0.003588940016925335 6.657121473430739e-05 2.01
0.0012 0.007209524977952242 6.586183332790993e-05 2.02
0.0015 0.004587977658957243 6.52110246981875e-05 2.03
0.0013 0.009522965177893639 6.456021606846507e-05 2.04
0.0014 0.005786688067018986 6.390940743874264e-05 2.05
0.0015 0.0167563296854496 6.319351794604797e-05 2.06
0.0022 0.007021856959909201 6.254270931632554e-05 2.07
0.0017 0.0037589343264698982 6.189190068660311e-05 2.08
0.0028 0.11353740096092224 6.124109205688068e-05 2.09
0.0017 0.00866804551333189 6.0525202564186e-05 2.1
0.001 0.00261622853577137 5.987439393446357e-05 2.11
0.0019 0.12912508845329285 5.922358530474115e-05 2.12
0.0017 0.08821943402290344 5.850769581204647e-05 2.13
0.0022 0.005127286072820425 5.7856887182324034e-05 2.14
0.0014 0.009337931871414185 5.7206078552601605e-05 2.15
0.0014 0.009777745231986046 5.655526992287918e-05 2.16
0.0014 0.011317240074276924 5.5839380430184505e-05 2.17
0.001 0.005069363862276077 5.5188571800462076e-05 2.18
0.0015 0.00675168028101325 5.453776317073964e-05 2.19
0.0013 0.007769433315843344 5.3821873678044975e-05 2.2
0.0017 0.004803204443305731 5.3171065048322546e-05 2.21
0.0012 0.00523735536262393 5.252025641860011e-05 2.22
0.0012 0.009095798246562481 5.186944778887768e-05 2.23
0.0011 0.007360142655670643 5.115355829618301e-05 2.24
0.0011 0.005372604820877314 5.050274966646058e-05 2.25
0.0014 0.010053638368844986 4.9851941036738145e-05 2.26
0.0016 0.005725507158786058 4.920113240701572e-05 2.27
0.0013 0.0036422712728381157 4.8485242914321044e-05 2.28
0.0013 0.0020975687075406313 4.7834434284598615e-05 2.29
0.0012 0.01072277594357729 4.7183625654876186e-05 2.3
0.0013 0.0029135155491530895 4.6467736162181514e-05 2.31
0.0015 0.004620721563696861 4.581692753245908e-05 2.32
0.002 0.010909227654337883 4.5166118902736657e-05 2.33
0.0014 0.025130970403552055 4.451531027301422e-05 2.34
0.0013 0.014111622236669064 4.379942078031955e-05 2.35
0.001 0.004827918019145727 4.314861215059712e-05 2.36
0.0012 0.009444806724786758 4.249780352087469e-05 2.37
0.0013 0.006929570809006691 4.178191402818001e-05 2.38
0.0017 0.008045770227909088 4.1131105398457584e-05 2.39
0.0014 0.010241547599434853 4.0480296768735155e-05 2.4
0.0015 0.004800586961209774 3.9829488139012726e-05 2.41
0.0019 0.006360998377203941 3.911359864631805e-05 2.42
0.0017 0.007286758627742529 3.8462790016595625e-05 2.43
0.0019 0.004789360798895359 3.781198138687319e-05 2.44
0.002 0.013988991267979145 3.716117275715077e-05 2.45
0.0013 0.03342357650399208 3.644528326445609e-05 2.46
0.001 0.0043466966599226 3.579447463473366e-05 2.47
0.0012 0.007106749806553125 3.514366600501123e-05 2.48
0.0014 0.0020764244254678488 3.442777651231656e-05 2.49
0.0012 0.0018244594102725387 3.377696788259412e-05 2.5
0.002 0.007194912992417812 3.3126159252871694e-05 2.51
0.0016 0.0023510409519076347 3.2475350623149265e-05 2.52
0.0018 0.0068224952556192875 3.175946113045459e-05 2.53
0.0015 0.013759131543338299 3.110865250073216e-05 2.54
0.0017 0.00473578367382288 3.0457843871009732e-05 2.55
0.0013 0.00811778288334608 2.9741954378315057e-05 2.56
0.0015 0.014057768508791924 2.909114574859263e-05 2.57
0.0019 0.011820872314274311 2.84403371188702e-05 2.58
0.0017 0.002126361709088087 2.7789528489147763e-05 2.59
0.0013 0.0034650785382837057 2.7073638996453095e-05 2.6
0.0014 0.012402711436152458 2.6422830366730666e-05 2.61
0.0017 0.006884531583636999 2.5772021737008233e-05 2.62
0.0012 0.005599444266408682 2.51212131072858e-05 2.63
0.0013 0.006254906766116619 2.440532361459113e-05 2.64
0.0017 0.004671409260481596 2.37545149848687e-05 2.65
0.0015 0.004453010857105255 2.310370635514627e-05 2.66
0.0014 0.010764026083052158 2.2387816862451596e-05 2.67
0.0012 0.0017774086445569992 2.1737008232729167e-05 2.68
0.0012 0.0024495385587215424 2.108619960300674e-05 2.69
0.0014 0.00817827321588993 2.0435390973284306e-05 2.7
0.0014 0.006807183846831322 1.9719501480589634e-05 2.71
0.0016 0.009333140216767788 1.9068692850867205e-05 2.72
0.0016 0.010568466037511826 1.8417884221144773e-05 2.73
0.0017 0.007141898851841688 1.7767075591422344e-05 2.74
0.0013 0.006138685625046492 1.705118609872767e-05 2.75
0.0013 0.01142029371112585 1.640037746900524e-05 2.76
0.0013 0.0015593271236866713 1.574956883928281e-05 2.77
0.0014 0.00881163403391838 1.5033679346588137e-05 2.78
0.0011 0.0038184947334229946 1.4382870716865707e-05 2.79
0.0015 0.017043856903910637 1.3732062087143278e-05 2.8
0.0011 0.0015963050536811352 1.3081253457420847e-05 2.81
0.0016 0.009668010286986828 1.2365363964726174e-05 2.82
0.0014 0.00721856439486146 1.1714555335003741e-05 2.83
0.0012 0.0027932305820286274 1.1063746705281312e-05 2.84
0.0013 0.006354442331939936 1.034785721258664e-05 2.85
0.0018 0.006287275347858667 9.69704858286421e-06 2.86
0.0018 0.005693147890269756 9.04623995314178e-06 2.87
0.0011 0.0029896365012973547 8.395431323419349e-06 2.88
0.0015 0.007214790675789118 7.679541830724677e-06 2.89
0.0017 0.008521315641701221 7.028733201002245e-06 2.9
0.0015 0.024919426068663597 6.3779245712798155e-06 2.91
0.0011 0.006141874939203262 5.727115941557385e-06 2.92
0.0016 0.0033390065655112267 5.011226448862712e-06 2.93
0.0011 0.012650600634515285 4.360417819140282e-06 2.94
0.0012 0.010274454019963741 3.7096091894178517e-06 2.95
0.001 0.0035711198579519987 2.9937196967231786e-06 2.96
0.0019 0.01634475588798523 2.3429110670007484e-06 2.97
0.0014 0.002376146148890257 1.6921024372783184e-06 2.98
0.0018 0.007445977069437504 1.0412938075558882e-06 2.99
0.0014 0.00540041271597147 3.254043148612151e-07 3.0
