loss grad-norm learning-rate epoch
0.2992 0.18502797186374664 0.00012 0.01
0.2073 0.22297105193138123 0.000199622530994761 0.02
0.1607 0.19457459449768066 0.00019897172236503857 0.03
0.1388 0.22138790786266327 0.00019832091373531613 0.04
0.1236 0.4103328585624695 0.00019760502424262145 0.05
0.107 0.24533440172672272 0.00019695421561289903 0.06
0.097 0.29220205545425415 0.0001963034069831766 0.07
0.0911 0.221975177526474 0.00019558751749048194 0.08
0.0802 0.30873504281044006 0.0001949367088607595 0.09
0.0739 0.28942471742630005 0.00019428590023103708 0.1
0.0625 0.2981756627559662 0.00019363509160131464 0.11
0.0642 0.284915953874588 0.00019291920210862 0.12
0.0531 0.3005899488925934 0.00019226839347889755 0.13
0.0394 0.43591922521591187 0.0001916175848491751 0.14
0.0286 0.2414933294057846 0.00019090169535648042 0.15
0.0248 0.2918511927127838 0.000190250886726758 0.16
0.0174 0.19605420529842377 0.00018960007809703557 0.17
0.0203 0.22118200361728668 0.00018894926946731315 0.18
0.0155 0.18547026813030243 0.00018823337997461847 0.19
0.014 0.2463725507259369 0.00018758257134489606 0.2
0.0107 0.17538553476333618 0.00018693176271517361 0.21
0.011 0.2189265340566635 0.0001862809540854512 0.22
0.0113 0.1442660689353943 0.00018556506459275652 0.23
0.0115 0.14167849719524384 0.00018491425596303408 0.24
0.0105 0.22300855815410614 0.00018426344733331164 0.25
0.009 0.2410816252231598 0.00018354755784061696 0.26
0.0099 0.10993445664644241 0.00018289674921089454 0.27
0.0077 0.20664082467556 0.00018224594058117213 0.28
0.0059 0.15304720401763916 0.00018159513195144968 0.29
0.0072 0.18691672384738922 0.000180879242458755 0.3
0.0078 0.0750567689538002 0.0001802284338290326 0.31
0.009 0.34178364276885986 0.00017957762519931017 0.32
0.0085 0.08897602558135986 0.0001788617357066155 0.33
0.0088 0.20540285110473633 0.00017821092707689305 0.34
0.0062 0.2106613963842392 0.0001775601184471706 0.35
0.0047 0.037616223096847534 0.0001769093098174482 0.36
0.008 0.1005626916885376 0.00017619342032475352 0.37
0.0096 0.08963297307491302 0.00017554261169503107 0.38
0.0088 0.12178055197000504 0.00017489831115160588 0.39
0.0083 0.12752015888690948 0.00017424750252188344 0.4
0.0051 0.1477348357439041 0.00017353161302918876 0.41
0.0063 0.2062622457742691 0.00017288080439946635 0.42
0.0037 0.017492737621068954 0.00017222999576974393 0.43
0.0036 0.0571787990629673 0.00017151410627704925 0.44
0.006 0.09607230871915817 0.0001708632976473268 0.45
0.0063 0.17009107768535614 0.0001702124890176044 0.46
0.0073 0.03014904446899891 0.00016956168038788195 0.47
0.0058 0.14657685160636902 0.00016884579089518727 0.48
0.0053 0.012199715711176395 0.00016819498226546483 0.49
0.008 0.08743482083082199 0.00016754417363574242 0.5
0.0058 0.07081892341375351 0.00016682828414304774 0.51
0.0051 0.1665676236152649 0.00016617747551332532 0.52
0.0061 0.12414074689149857 0.00016552666688360288 0.53
0.0057 0.1822342723608017 0.00016487585825388046 0.54
0.0052 0.08367108553647995 0.00016415996876118578 0.55
0.0029 0.05043001100420952 0.00016350916013146337 0.56
0.0037 0.33994007110595703 0.0001628583515017409 0.57
0.003 0.05554051697254181 0.00016220754287201848 0.58
0.0041 0.11122600734233856 0.0001614916533793238 0.59
0.0028 0.06122610345482826 0.0001608408447496014 0.6
0.0055 0.03451825678348541 0.00016019003611987895 0.61
0.0056 0.10894071310758591 0.00015947414662718427 0.62
0.0061 0.280215859413147 0.00015882333799746185 0.63
0.0039 0.08856317400932312 0.00015817252936773944 0.64
0.0029 0.09579553455114365 0.000157521720738017 0.65
0.0046 0.08386951684951782 0.00015680583124532232 0.66
0.0029 0.010345451533794403 0.0001561550226155999 0.67
0.0032 0.024577651172876358 0.00015550421398587746 0.68
0.0093 0.20094150304794312 0.00015478832449318278 0.69
0.0052 0.13204973936080933 0.00015413751586346034 0.7
0.0053 0.1140250563621521 0.00015349321532003515 0.71
0.0058 0.089156374335289 0.0001528424066903127 0.72
0.0053 0.4194801449775696 0.00015212651719761805 0.73
0.0057 0.18724875152111053 0.0001514757085678956 0.74
0.0035 0.013361523859202862 0.00015076632716149816 0.75
0.0036 0.13723130524158478 0.0001501871074810452 0.76
0.0027 0.02497056871652603 0.00014947121798835052 0.77
0.0029 0.05860934406518936 0.0001488204093586281 0.78
0.0048 0.014945168979465961 0.00014816960072890566 0.79
0.0037 0.21661004424095154 0.00014745371123621098 0.8
0.0041 0.13696202635765076 0.00014680290260648857 0.81
0.0034 0.01858375035226345 0.00014615209397676615 0.82
0.0034 0.0875157043337822 0.0001455012853470437 0.83
0.0033 0.009767267853021622 0.00014478539585434903 0.84
0.0029 0.007030175998806953 0.00014413458722462662 0.85
0.0036 0.05863913148641586 0.00014348377859490417 0.86
0.0027 0.004971769172698259 0.0001427678891022095 0.87
0.0021 0.007264928892254829 0.00014211708047248705 0.88
0.0027 0.04587700963020325 0.00014146627184276464 0.89
0.0033 0.04160408675670624 0.00014081546321304222 0.9
0.0028 0.013082384131848812 0.00014009957372034754 0.91
0.0022 0.1109023168683052 0.0001394487650906251 0.92
0.0027 0.040904462337493896 0.00013879795646090269 0.93
0.0029 0.0071920002810657024 0.00013814714783118024 0.94
0.0036 0.01266817469149828 0.0001374312583384856 0.95
